Broken_image,ID,Make,Supername,Year,Model,Status,Real,Type,Class,Perf. Class,Max Rank,Stars,Unlock,Star Value,Category,Brand,Series,Country,Reserve List,Desc. Source,Description,Broken_Image,,_1,_2,_3,_4,_5,_6,_7,_8 
FALSE,247,Ferrari,,,F50 Spider,Rare,Real,Road,S,,2780,?????,Ferrari Season II,5,Retro Super Cars,Hot Wheels,1998 Mainline,,No,,,,,,,,,,,,
FALSE,248,Ferrari,,,F512M,Rare,Real,Road,C,#REF!,,,,,Retro Super Cars,Hot Wheels,2012 Ferrari 5-Pack,,No,,,,,,,,,,,,
FALSE,1239,Ferrari,,2021,F8 Tributo,,,Road,,,,,,,Modern Super Cars,Tomica,Tomica Standard First Edition,Italy,Yes,,,,,,,,,,,,
FALSE,1258,Ferrari,,2021,F8 Tributo,,,Road,,,,,,,Modern Super Cars,Tomica,Ferrari Collection,Italy,Yes,,,,,,,,,,,,
FALSE,249,Ferrari,,,FXX,Rare,Real,Race,S,,3250,??????,Ferrari Season II,6,Extreme Track Toys,Hot Wheels,2008 New Models,,No,,,,,,,,,,,,
FALSE,3286,Ferrari,,,FXX,,,,,,,,,,,Hot Wheels,Custom Respray,,,,,,,,,,,,,,
FALSE,1231,Ferrari,,2017,FXX K,,,Race,,,,,,,Extreme Track Toys,Tomica,Tomica Premium,Italy,Yes,,,,,,,,,,,,
FALSE,3186,Ferrari,,,FXX-K,,,,,,,,,,,Bburago,Black,,,,,,,,,,,,,,
FALSE,250,Ferrari,,,LaFerrari,Rare,Real,Road,S,#REF!,2990,??????,Special Event,6,Hypercars,Hot Wheels,2014 HW City: Speed Team,,No,,,,,,,,,,,,
FALSE,2568,Ferrari,,2014,LaFerrari,,,,,,,,,,Hypercars,Bburago,Ferrari Race & Play,,,,,,,,,,,,,,
FALSE,1353,Ferrari,,2014,LaFerrari,,,Road,,,,,,,Hypercars,Maisto,Maisto Design Exotics,Italy,,,,,,,,,,,,,
FALSE,1229,Ferrari,,2014,LaFerrari,,,Road,,,,,,,Hypercars,Tomica,Tomica Standard,Italy,Yes,,,,,,,,,,,,
FALSE,3290,Ferrari,,2014,LaFerrari,,,,,,,,,,,Tomica,Ferrari Collection,,,,,,,,,,,,,,
FALSE,2536,Ferrari,,,LaFerrari Aperta,,,,,,,,,,Hypercars,Tomica,Tomica 2021 Ferrari Collection,,,,,,,,,,,,,,
FALSE,1230,Ferrari,,2016,LaFerrari Aperta,,,Road,,,,,,,Hypercars,Tomica,Tomica 2018 Ferrari Set,Italy,Yes,,,,,,,,,,,,
FALSE,1525,Ferrari,,,Monza SP1,,,,,,,,,,,Bburago,Race & Play,,,,,,,,,,,,,,
FALSE,3517,Ferrari,,,Monza SP2,,,,,,,,,,,Centauria,x IXO Collections Ferrari,,,,,,,,,,,,,,
FALSE,251,Ferrari,,,P4,Standard,Real,Road,R2,R2,,,Showroom,,Classic Racers,Hot Wheels,2013 Ferrari 5-Pack,,No,,,,,,,,,,,,
FALSE,3548,Ferrari,,2023,Purosangue,,,,,,,,,,,Tomica,Standard Tomica,,,,,,,,,,,,,,
FALSE,3535,Ferrari,,2020,Roma,,,,,,,,,,,Bburago,,,,,,,,,,,,,,,
FALSE,2537,Ferrari,,2020,Roma,,,,,,,,,,Super GT,Tomica,Tomica 2021 Ferrari Collection,,,,,,,,,,,,,,
FALSE,1226,Ferrari,,2020,Roma,,,Road,,,,,,,Modern Super Cars,Tomica,Tomica Standard,Italy,Yes,,,,,,,,,,,,
FALSE,3576,Ferrari,,,SA Aperta,,,,,,,,,,,Kyosho,Ferrari Minicar Collection 9,,,,,,,,,,,,,,
FALSE,3190,Ferrari,Charles Leclerc's,2025,SF-25,,,,,,,,,,,Bburago,F1,,,,,,,,,,,,,,
FALSE,3191,Ferrari,Lewis Hamilton's,2025,SF-25,,,,,,,,,,,Bburago,F1,,,,,,,,,,,,,,
FALSE,2996,Ferrari,,,SF90 Stradale,,,,,,,,,,,Hot Wheels,2025 Factory Fresh,,,,,,,,,,,,,,
FALSE,2538,Ferrari,,,SF90 Stradale,,,,,,,,,,Modern Super Cars,Tomica,Tomica 2021 Ferrari Collection,,,,,,,,,,,,,,
FALSE,1228,Ferrari,,2020,SF90 Stradale,,,Road,,,,,,,Hypercars,Tomica,Tomica Standard,Italy,Yes,,,,,,,,,,,,
FALSE,2369,Ferrari,,,SF90 Stradale Assetto Fiorano,,,,,,,,,,,Bburago,Race & Play,,,,,,,,,,,,,,
FALSE,252,Ferrari,,,Testarossa,Rare,Real,Road,C,#REF!,,,,,Retro Super Cars,Hot Wheels,1989 Mainline,,No,,,,,,,,,,,,
FALSE,1236,Ferrari,,1984,Testarossa,,,Road,,,,,,,Retro Super Cars,Tomica,Tomica Premium,Italy,Yes,,,,,,,,,,,,
FALSE,253,Ferrari,,,Thomassima III,Rare,Real,Road,A,#REF!,,?????,Special Event,5,Retro Concepts,Hot Wheels,2000 First Editions,,No,HW Wiki,"This was the third in a series of three concept cars designed by Tom Meade, an American automotive designer and coachbuilder who resided in Italy for a time. The car used a Ferrari Colombo V12 and featured gullwing doors.",,,,,,,,,,
FALSE,254,Ferrari,,,Tooned Enzo,Event,Fictional,Road,A,,,,Ferrari Season II,,,Hot Wheels,2004 First Editions,,No,,,,,,,,,,,,
FALSE,3519,Ferrari,,2022,Vision Gran Turismo,,,,,,,,,,,LMF,,,,,,,,,,,,,,,
FALSE,255,Fiat,,,500,Standard,Real,Road,D,#REF!,,???,Showroom,3,Hot Hatch,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1576,Fiat,,,500,,,,,,,,,,,Toys Cabin,1/48 Gachapon,,Yes,GT,"The Fiat 500, introduced in 1957, was a compact car inheriting the will of the pre-war Topolino. But even more importantly, it was a new car that pursued the very minimum of a functional passenger car.",,,,,,,,,,
FALSE,256,Fiat,,,500 C Modified,Rare,Real,Drag,A,#REF!,,???,MP Packs,3,Drag Strip Demons,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2804,Fiat,,1960,500 D Modificado,,,,,,,,,,Cult Classics,Hot Wheels,2024 Premium Car Culture Boulevard,,,,,,,,,,,,,,
FALSE,3062,Fiat,,,500 Icon Cabriolet,,,,,,,,,,,Majorette,Street Cars,,,,,,,,,,,,,,
FALSE,257,Fiat,,,500 Rally,Rare,Real,Rally,R1,R1,,???,Manufacturer,3,Modern Rally,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,258,Fiat,,,500 Rally,Special Ed.,Real,Rally,R1,R1,,,,,Modern Rally,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2293,Fiat,,2019,500 Turbo,,,Road,,,,,,,,Matchbox,2024 Autobahn Express V 5-Pack,,Yes,,,,,,,,,,,,
FALSE,1691,Fiat,,,500D Modificado,,,,,,,,,,,Hot Wheels,2024 HW Compact Kings,,,,,,,,,,,,,,
FALSE,2907,Fiat,,,500e,,,,,,,,,,,Hot Wheels,2025 HW EV,,,,,,,,,,,,,,
FALSE,1042,Fiat,,2021,500e,Rare,Real,Road,D,,,,French Season,,Super Hot Hatch,Hot Wheels,2023 HW Green Speed,Italy,No,,,,,,,,,,,,
FALSE,259,Fiat,,2016,500X,Rare,Real,Offroad,E,E,,???,Card Packs,3,Sports Utility Heroes,Matchbox,,,No,,,,,,,,,,,,
FALSE,1855,Fiat,,2016,500X,,,,,,,,,,,Matchbox,2022 MBX City Drivers 5-Pack,,,,,,,,,,,,,,
FALSE,3574,Fiat,,1969,Dino Spider,,,,,,,,,,,Kyosho,,,,,,,,,,,,,,,
FALSE,2163,Fiat,,1910,Modello,,,Road,E,,,,,,Rare Classics,Hi-Speed,Reader's Digest Set of 6,,Yes,,,,,,,,,,,,
FALSE,2638,Fiat,,2024,Topolino,,,,,,,,,,City Commuters,Matchbox,2024 MBX Metro,,,,,,,,,,,,,,
FALSE,260,Fisker,,2011,Karma,Rare,Real,Road,B,#REF!,,,,,GT Cars,Matchbox,,,No,GT,An ultra-high-class hybrid car by famed designer Henrik Fisker.,,,,,,,,,,
FALSE,1030,Fisker,,2011,Karma,Special Ed.,Real,Road,,,,,,,GT Cars,Matchbox,2013 Exotic Rides 5-Pack,USA,No,,,,,,,,,,,,
FALSE,1121,FMC,,1979,M113A2,,,Event,,,,,,,Other,Easy Model,Ground Armour,USA,Yes,,,,,,,,,,,,
FALSE,1305,Foose,,1969,Chevrolet Camaro,,,Road,,,,,,,Tuners & Imports,M2 Machines,Foose,USA,Yes,MotorTrend,"In 2005, Chip Foose teamed up with Unique Performance to create limited edition musclecars. The team's first project, based on the 1969 Camaro, was coined the Foose '69, and was introduced at the Goodguys Nationals in Columbus, Ohio. The process of designing, building and unveiling the car was documented by the TV program Rides for TLC.",,,,,,,,,,
FALSE,1730,Ford,,1934,3-Window '34,,,Road,E,,,,,,Rare Classics,Hot Wheels,2001 Hot Rods 5-Pack,,No,,,,,,,,,,,,
FALSE,290,Ford,,1940,40's Woodie,Boss Vehicle,Real,Truck,E,E,,,,,Vintage Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,291,Ford,,1940,40's Woodie,Special Ed.,Real,Truck,E,E,,,,,Vans & Utility,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,932,Ford,,1949,Angelia Panel (Drag),Rare,Real,Drag,S,,,?????,2023 New Years,5,Drag Strip Demons,Hot Wheels,2000 First Editions,UK,No,,,,,,,,,,,,
FALSE,2927,Ford,,1962,Anglia,,,,,,,,,,,Hot Wheels,2025 Harry Potter,,,,,,,,,,,,,,
FALSE,2287,Ford,Craig Baird's,2002,AU Falcon Pirtek V8 Supercar,,,Race,,,,,,,,Classic Carlectables,"1/64 ""Toy Range""",,Yes,,,,,,,,,,,,
FALSE,2869,Ford,,2002,BA Falcon Prototype,,,,,,,,,,Modern Concepts,Oz Wheels,FSD Racing Legends,Australia,,,,,,,,,,,,,
FALSE,2881,Ford,,2005,BA Falcon Sedan (Drag),,,,,,,,,,Drag Strip Demons,Oz Wheels,Australia Day Set,Australia,,,,,,,,,,,,,
FALSE,2889,Ford,,2005,BA Falcon XR8,,,,,,,,,,Modern Muscle,Oz Wheels,FSD Series 2,Australia,,,,,,,,,,,,,
FALSE,2284,Ford,Jamie Whincup's,2008,BF Falcon TeamVodafone,,,Race,,,,,,,,Classic Carlectables,1/64,,Yes,,,,,,,,,,,,
FALSE,316,Ford,Custom,,Bronco,Standard,Real,Offroad,B,#REF!,,,Showroom,,Offroad,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1892,Ford,,1970,Bronco,,,,,,,,,,,Matchbox,2024 MBX Adventure,,,,,,,,,,,,,,
FALSE,3007,Ford,,2021,Bronco,,,,,,,,,,,Hot Wheels,2025 Hot Trucks,,,,,,,,,,,,,,
FALSE,286,Ford,,2021,Bronco (2-dr),Rare,Real,Offroad,B,#REF!,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,287,Ford,,2021,Bronco (4-dr),Rare,Real,Offroad,C,#REF!,,,,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,310,Ford,,1972,Bronco (4X4),Rare,Real,Offroad,C,#REF!,,,,,Sports Utility Heroes,Matchbox,,,No,,,,,,,,,,,,
FALSE,1877,Ford,,,Bronco 4-Wheeler,,,,,,,,,,,Hot Wheels,1996 Just Trucks 5-Pack,,,,,,,,,,,,,,
FALSE,2351,Ford,,,Bronco II,,,,,,,,,,,Matchbox,1990 Mainline,,,,,,,,,,,,,,
FALSE,1313,Ford,,2019,Bronco R,,,Race,,,,,,,Unlimited Offroad,Hot Wheels,Car Culture: Hyper Haulers,Ford,Yes,,,,,,,,,,,,
FALSE,1409,Ford,,2019,Bronco R,Rare,Real,Offroad,S,,,,,,Unlimited Offroad,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1668,Ford,,2022,Bronco Sport,,,,,,,,,,Sports Utility Heroes,Matchbox,,,No,,,,,,,,,,,,
FALSE,280,Ford,,1965,C900,Rare,Real,Truck,E,,,,,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,2345,Ford,,,Capri Mk I,,,,,,,,,,,Matchbox,1985 Super GT,,,,,,,,,,,,,,
FALSE,288,Ford,,1933,Coupe (Rat),Rare,Real,Road,D,#REF!,,,,,Rods and Customs,Matchbox,,,No,,,,,,,,,,,,
FALSE,2555,Ford,,1999,Crown Victoria,,,,,,,,,,Retro Saloons,Welly,1/60,,,,,,,,,,,,,,
FALSE,1908,Ford,,1997,Crown Victoria #43 Fade Demo,,,,,,,,,,,Johnny Lightning,2023 Street Freaks Demolition Derby,,,,,,,,,,,,,,
FALSE,343,Ford,,,Crown Victoria Police,Special Ed.,Real,Road,C,,,,,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,284,Ford,,2006,Crown Victoria Police,Police,Real,Road,D,,,,,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,873,Ford,,,Custom 300,Rare,Real,Road,E,,,????,2022 Pre-Advent,4,Classic Muscle,Matchbox,,,No,,,,,,,,,,,,
FALSE,2819,Ford,,1932,DeLuxe 3-Window,,,,,,,,,,Rods and Customs,Hot Wheels,2024 Premium Car Culture Boulevard,,,,,,,,,,,,,,
FALSE,3438,Ford,,,Dump/Utility Truck,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,3691,Ford,,2023,"E-Transit ""MBX Edition""",,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,2279,Ford,,,EF Falcon Sedan (Race),,,Race,,,,,,,,Matchbox,1997 Australia's First Collection,,Yes,,,,,,,,,,,,
FALSE,318,Ford,,,Escort Rally,Rare,Real,Rally,R2,R2,,,,,Retro Rally,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3496,Ford,,1994,Escort RS Cosworth Michelin Pilot,,,,,,,,,,,Inno64,British Rally Championship,,,,,,,,,,,,,,
FALSE,299,Ford,,1970,Escort RS1600,Standard,Real,Rally,D,#REF!,,,Showroom,,Retro Hot Hatch,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1503,Ford,,1970,Escort RS1600,,,Rally,,,,,,,,Hot Wheels,2022 Rally Champs,,,,,,,,,,,,,,
FALSE,1504,Ford,,1970,Escort RS1600,,,Rally,,,,,,,,Hot Wheels,2019 HW Race Day (Black),,,,,,,,,,,,,,
FALSE,300,Ford,,1970,Escort RS1600,Special Ed.,Real,Rally,D,#REF!,,,,,Retro Rally,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,926,Ford,,,Escort RS2000,Rare,Real,Rally,C,,,?????,2022 Advent,5,Classic Rally,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2352,Ford,,,Escort RS2000,,,,,,,,,,,Matchbox,1988 Super GT,,,,,,,,,,,,,,
FALSE,1063,Ford,,2010,Everest Singapore Police Force,,,Police,,,,,,,Cult Classics,Promotional,Promotional,Singapore,Yes,,,,,,,,,,,,
FALSE,319,Ford,,2012,Explorer,Rare,Real,Offroad,C,,,,,,Sports Utility Heroes,Matchbox,,,No,,,,,,,,,,,,
FALSE,2634,Ford,,2024,Explorer BEV,,,,,,,,,,Sports Utility Heroes,Matchbox,2025 MBX City,,,,,,,,,,,,,,
FALSE,320,Ford,,,Explorer Jurassic Park,Rare,Real,Offroad,D,#REF!,,,,,Sports Utility Heroes,Matchbox,,,No,,,,,,,,,,,,
FALSE,293,Ford,,1956,F-100 Van,Rare,Real,Road,B,#REF!,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,305,Ford,,1979,F-150,Rare,Real,Offroad,E,E,,,,,,,,,No,,,,,,,,,,,,
FALSE,984,Ford,,1997,F-150,Rare,Real,Offroad,B,,,,,,Extreme Offroad,Hot Wheels,2012 Thrill Racers: Beach,USA,No,,,,,,,,,,,,
FALSE,321,Ford,,,F-150 4X4,Rare,Real,Offroad,B,,,,,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,322,Ford,,,"F-150 Baja Truck ""Bad Mudder""",Rare,Real,Offroad,S,,,,,,Unlimited Offroad,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,921,Ford,,2022,F-150 Lightning,Rare,Real,Road,A,,,?????,2022 Advent,5,Offroad,Matchbox,,,No,,,,,,,,,,,,
FALSE,1408,Ford,,,F-150 Lightning Custom,Rare,Real,Race,S,,,,,,Track Toys,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2553,Ford,,,F-150 Mk9,,,,,,,,,,Vans & Utility,Welly,1/60,,,,,,,,,,,,,,
FALSE,3084,Ford,,,F-150 Raptor,,,,,,,,,,,Majorette,Race Trailer,,,,,,,,,,,,,,
FALSE,275,Ford,,2017,F-150 Raptor,Rare,Real,Offroad,B,#REF!,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,323,Ford,,,F-150 Raptor Sandblaster,Rare,Real,Offroad,A,#REF!,,,M.sport Season,,Unlimited Offroad,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,324,Ford,,,F-150 SVT Lightning,Rare,Real,Road,A,#REF!,,,,,Retro Muscle,Matchbox,,,No,,,,,,,,,,,,
FALSE,2313,Ford,,1999,F-150 SVT Lightning,,,,,,,,,,,Hot Wheels,2024 Fast & Furious Premium,,,Mattel,"Equipped with a 5.4L V-8 and a supercharger, the SVT Lightning had a top speed of 140 mph allowing it to claim and hold the title of, ""The World's Fastest Production Pickup Truck.""",,,,,,,,,,
FALSE,2809,Ford,,1999,F-150 SVT Lightning,,,,,,,,,,Vans & Utility,Hot Wheels,2024 Premium Car Culture Boulevard,,,,,,,,,,,,,,
FALSE,325,Ford,,1999,F-150 SVT Lightning (3rd Gen),Rare,Real,Road,A,#REF!,,,,,Retro Muscle,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3537,Ford,,1999,F-150 SVT Lightning (3rd Gen),,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,263,Ford,,2010,F-150 SVT Raptor,Rare,Real,Offroad,B,#REF!,,,Story Mode,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,3424,Ford,,2010,F-150 SVT Raptor,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,264,Ford,,2010,F-150 SVT Raptor,Special Ed.,Real,Offroad,B,#REF!,,,,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,1010,Ford,,2000,F-Series w/ Lifeboat,Rare,Real,Offroad,E,,,,,,Offroad,Matchbox,2012 Outdoor Sights 5-Pack,USA,No,,,,,,,,,,,,
FALSE,292,Ford,,1949,F1,Boss Vehicle,Real,Truck,C,#REF!,,,,,,Hot Wheels,2017 Happy Halloween!,,No,,,,,,,,,,,,
FALSE,2712,Ford,Layne Riggs',2024,F150 NASCAR,,,,,,,,,,Oval Stock Cars,Lionel Racing,#38 Infinity Communications Group,,,,,,,,,,,,,,
FALSE,326,Ford,,,Falcon Race Car,Standard,Real,Race,R2,R2,,,Showroom,,Modern Touring Cars,Hot Wheels,2012 New Models,,No,,,,,,,,,,,,
FALSE,2585,Ford,,,Falcon Race Car,,,,,,,,,,Modern Touring Cars,Hot Wheels,2013 Multipack Exclusive,,,,,,,,,,,,,,
FALSE,1871,Ford,,1973,Falcon XB,,,,,,,,,,,Hot Wheels,2021 HW Flames 5-Pack,Australia,,,,,,,,,,,,,
FALSE,2774,Ford,John Goss',1972,Falcon XY GTHO Phase 3 Race Car,,,,,,,,,,Retro Touring Cars,Cooee Classics,,Australia,,,,,,,,,,,,,
FALSE,2771,Ford,,1971,Falcon XY RSL Taxi,,,,,,,,,,Cult Classics,Cooee Classics,,Australia,,,,,,,,,,,,,
FALSE,2657,Ford,,1983,Fiesta Mk2,,,,,,,,,,Retro Hot Hatch,Matchbox,2024 MBX Metro,,,,,,,,,,,,,,
FALSE,2658,Ford,,1983,Fiesta Mk2,,,,,,,,,,Retro Hot Hatch,Matchbox,2025 MBX City,,,,,,,,,,,,,,
FALSE,268,Ford,,2012,Fiesta Rally,Standard,Real,Rally,R2,R2,,,Showroom,,Rally Monsters,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,269,Ford,,2012,Fiesta Rally,Special Ed.,Real,Rally,R2,R2,,,,,Rally Monsters,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3419,Ford,,2012,Fiesta Rally,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,2534,Ford,,,Fiesta RS WRC,,,,,,,,,,Rally Monsters,Majorette,Racing Cars,,,,,,,,,,,,,,
FALSE,1155,Ford,,2018,Fiesta WRC,,,Rally,,,,,,,Modern Rally,Majorette,2019 WRC Cars Assortment,UK,Yes,,,,,,,,,,,,
FALSE,1156,Ford,,2021,Fiesta WRC,,,Rally,,,,,,,Modern Rally,Majorette,2022 WRC Cars Assortment,UK,Yes,,,,,,,,,,,,
FALSE,262,Ford,,2008,Focus,Rare,Real,Rally,R2,R2,,,,,Modern Rally,Hot Wheels,2015 Graffiti Rides 5-Pack,,No,,,,,,,,,,,,
FALSE,327,Ford,,,Focus (Drag),Rare,Real,Drag,A,,,,,,Drag Strip Demons,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,328,Ford,,,Focus RS,Rare,Real,Rally,D,#REF!,,,,,Hot Hatch,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2107,Ford,,,Focus ST,,,,,,,,,,,Majorette,Street Cars,,,,,,,,,,,,,,
FALSE,2261,Ford,Colin McRae's,1999,Focus WRC Safari Rally,,,Rally,,,,,,,,CM's,Colin McRae Memorial Collection 2,,Yes,,,,,,,,,,,,
FALSE,2584,Ford,,,Fusion Police Car,,,,,,,,,,City Commuters,Hot Wheels,2015 Batman 5-Pack,,,,,,,,,,,,,,
FALSE,3594,Ford,,1964,Galaxie 500 (Custom),,,,,,,,,,,Hot Wheels,Premium Car Culture Team Transport,,,,,,,,,,,,,,
FALSE,329,Ford,,,Gangster Grin,Rare,Real,Road,C,#REF!,,???,,3,Modern Concepts,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2651,Ford,,,Gangster Grin,,,,,,,,,,Rods and Customs,Hot Wheels,2010 Treasure Hunts,,,,,,,,,,,,,,
FALSE,3399,Ford,,1972,Gran Torino Sport,,,,,,,,,,,Hot Wheels,2021 Fast & Furious 5-Pack,,,,,,,,,,,,,,
FALSE,2356,Ford,,,Group 6,,,,,,,,,,,Matchbox,1986 Super GT,,,,,,,,,,,,,,
FALSE,283,Ford,,2005,GT,Rare,Real,Road,A,,,,,,Modern Super Cars,Matchbox,2007 MBX Metal,,No,,,,,,,,,,,,
FALSE,1749,Ford,,2005,GT,,,,,,,,,,Modern Super Cars,Matchbox,2021 MBX Exotic 5-Pack,,,,,,,,,,,,,,
FALSE,3327,Ford,,2005,GT,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,276,Ford,,2017,GT,Rare,Real,Road,A,#REF!,,,,,Modern Super Cars,Hot Wheels,2017 Nightburnerz,,No,,,,,,,,,,,,
FALSE,2593,Ford,,2017,GT,,,,,,,,,,Hypercars,Hot Wheels,2020 Multipack Exclusive,,,,,,,,,,,,,,
FALSE,1340,Ford,,2017,GT,,,Road,,,,,,,Modern Super Cars,Maisto,Maisto Design Exotics,USA,,,,,,,,,,,,,
FALSE,901,Ford,,1968,GT 40,Rare,Real,Road,B,,,?????,2022 Advent,5,Retro Super Cars,Matchbox,"2020 Candy Series ""Sugar Daddy""",USA,No,,,,,,,,,,,,
FALSE,2006,Ford,,2022,GT Alan Mann Heritage Edition,,,,,,,,,,,Majorette,Racing Cars,,,,,,,,,,,,,,
FALSE,330,Ford,,,GT LM,Rare,Real,Race,R3,R3,,?????,,5,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,331,Ford,,,GT LM,Special Ed.,Real,Race,R3,R3,,?????,,5,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3331,Ford,,,GT LM,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,3709,Ford,,2020,GT MK II,,,,,,,,,,,Matchbox,2026 Collectors,,,,,,,,,,,,,,
FALSE,272,Ford,,2016,GT Race,Rare,Real,Race,R3,R3,,??????,,6,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,273,Ford,,2016,GT Race,Special Ed.,Real,Race,R3,R3,,??????,,6,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3326,Ford,,2016,GT Race,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,3332,Ford,,2016,GT Race,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,3333,Ford,,2016,GT Race,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,3334,Ford,,2016,GT Race,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,332,Ford,,1968,GT-40,Rare,Real,Race,R2,R2,,,,,Classic Racers,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1885,Ford,,1968,GT-40,,,,,,,,,,,Hot Wheels,2024 Factory Fresh,,,,,,,,,,,,,,
FALSE,3400,Ford,,1968,GT-40,,,,,,,,,,,Hot Wheels,2021 Fast & Furious 5-Pack,,,,,,,,,,,,,,
FALSE,333,Ford,,1967,GT-40 Mk IV,Rare,Real,Race,R1,R1,,,,,Classic Racers,Hot Wheels,2021 HW Race Day,,No,,,,,,,,,,,,
FALSE,334,Ford,,,GT90,Rare,Real,Road,A,#REF!,,?????,Special Event,5,Retro Concepts,Hot Wheels,1998 First Editions,,No,HW Wiki,"The Ford GT90 was a concept car unveiled by Ford at the 1995 Detroit Auto Show. It was intended to be produced in numbers, but production was cut short before work really began. This led it to be a test-bed for the new technology of the time, and to show the world that Ford had the capability to build a supercar itself.",,,,,,,,,,
FALSE,335,Ford,,,GTX-1,Rare,Real,Road,A,#REF!,,,,,Modern Concepts,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,274,Ford,,2016,Interceptor Utility,Police,Real,Offroad,C,#REF!,,,,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,2690,Ford,,2016,Interceptor Utility,,,,,,,,,,Sports Utility Heroes,Matchbox,2025 MBX Rescue,,,,,,,,,,,,,,
FALSE,2357,Ford,,,LTD Police,,,,,,,,,,,Matchbox,1987 Mainline,,,,,,,,,,,,,,
FALSE,317,Ford,Custom,,Maverick,Rare,Real,Road,C,#REF!,,,,,Drift Cars,Hot Wheels,2018 Factory Fresh,,No,,,,,,,,,,,,
FALSE,2680,Ford,,2022,Maverick Custom,,,,,,,,,,Extreme Track Toys,Hot Wheels,2024 HW Hot Trucks,,,,,,,,,,,,,,
FALSE,2921,Ford,,1931,Model A Custom,,,,,,,,,,,Hot Wheels,2025 HW Dirt,,,,,,,,,,,,,,
FALSE,2166,Ford,,1910,Model T,,,Road,E,,,,,,Rare Classics,Hi-Speed,Reader's Digest Set of 6,,Yes,,,,,,,,,,,,
FALSE,2253,Ford,,1910,Model T,,,Road,E,,,,,,Rare Classics,Hi-Speed,Readers' Digest,,Yes,,,,,,,,,,,,
FALSE,2123,Ford,,1969,Mustand Boss 302,,,,,,,,,,,Hot Wheels,2023 Then & Now,,,,,,,,,,,,,,
FALSE,1774,Ford,Sean's,1967,Mustang,,,,,,,,,,Classic Muscle,Hot Wheels,2023 Fast & Furious 5-Pack,,,,,,,,,,,,,,
FALSE,460,Ford,Custom,1967,Mustang,,,,,,,,,,,Hot Wheels,2020 Fast and Furious 5-Pack,,,,,,,,,,,,,,
FALSE,1782,Ford,,1967,Mustang,,,,,,,,,,,XinZe,6-Pack,,,,,,,,,,,,,,
FALSE,307,Ford,,1992,Mustang,Standard,Real,Road,D,#REF!,,,Showroom,,,Hot Wheels,,,No,,,,,,,,,,,,
